epoch	 test_loss	 test_acc	 train_loss	 train_acc 	 time_since_begin(without testing)
10	 1.307038916015625	 78.47	 1.2692894213867187	 81.44	1942.9263792037964
20	 0.81582431640625	 83.74	 0.7207039489746093	 88.506	3895.4909126758575
30	 0.5839471862792969	 87.17	 0.44366936950683594	 93.008	5848.072301626205
40	 0.4865641204833984	 88.18	 0.29631018005371096	 95.436	7801.866920471191
50	 0.43568311157226564	 88.56	 0.19865833465576171	 97.094	9756.652384519577
60	 0.4277806884765625	 88.34	 0.14692546081542968	 97.912	11714.394442558289
70	 0.38662363891601564	 89.36	 0.1060929362487793	 98.612	13667.885716676712
80	 0.383245703125	 89.76	 0.07801370597839355	 99.134	15620.33294057846
90	 0.3699498596191406	 89.94	 0.05976809951782226	 99.47	17572.76095032692
100	 0.382330517578125	 89.57	 0.047770427474975584	 99.584	19525.432142972946
110	 0.38203633422851563	 89.63	 0.0402895450592041	 99.656	21480.32391524315
120	 0.3864131805419922	 89.74	 0.04143960826873779	 99.452	23434.885922908783
130	 0.37039231567382813	 90.22	 0.02562486297607422	 99.866	25391.86426758766
140	 0.3747407165527344	 89.91	 0.021924443550109862	 99.884	27347.75603866577
150	 0.37339057922363283	 90.14	 0.018902179946899415	 99.934	29301.398233175278
160	 0.3945185363769531	 89.55	 0.021801076507568358	 99.792	31254.306877851486
170	 0.3817471710205078	 89.9	 0.016720321445465088	 99.884	33207.23347687721
180	 0.3791324371337891	 90.32	 0.012171384048461914	 99.96	35159.87527990341
190	 0.3863694610595703	 90.07	 0.011792825222015382	 99.938	37110.902443647385
200	 0.370688623046875	 90.3	 0.012126062068939208	 99.934	39060.999363422394
process 0: Training time 39061.00587463379 seconds (with 5 workers)

process 0: total time 49511.861731529236 seconds (with 5 workers)

