epoch	 test_loss	 test_acc	 train_loss	 train_acc 	 time_since_begin(without testing)
10	 2.123311083984375	 53.08	 2.121018447265625	 53.448	271.23880982398987
20	 2.0009351806640625	 63.12	 1.9912442041015626	 64.406	542.2090773582458
30	 1.8724958862304688	 68.25	 1.8537252319335937	 71.06	813.0947489738464
40	 1.7367538330078125	 72.35	 1.7092909643554688	 76.314	1084.1260991096497
50	 1.6043505126953126	 75.76	 1.567288271484375	 80.164	1354.525135755539
60	 1.4822827392578124	 77.78	 1.4276418774414064	 83.412	1626.414357662201
70	 1.3784830200195313	 78.85	 1.3035288696289062	 85.382	1896.6037471294403
80	 1.2693408081054687	 80.6	 1.178998154296875	 87.432	2167.0220992565155
90	 1.1699749267578126	 82.14	 1.0674244750976563	 89.36	2438.560028553009
100	 1.0919716674804687	 82.65	 0.9639502795410156	 91.094	2708.821482896805
110	 1.0172855102539062	 83.16	 0.8838417932128906	 91.572	2980.461690425873
120	 0.9572594848632813	 83.38	 0.7889091284179688	 93.322	3250.8864965438843
130	 0.9204150451660156	 83.3	 0.7242973461914063	 94.056	3522.165212392807
140	 0.8538070617675781	 84.47	 0.6471317199707032	 95.204	3793.6566529273987
150	 0.8118095275878906	 84.47	 0.5922100988769531	 95.716	4064.6047008037567
160	 0.77068671875	 85.04	 0.530039912109375	 96.664	4335.8951761722565
170	 0.7443547058105469	 85.19	 0.4835334802246094	 97.122	4607.747675180435
180	 0.725101611328125	 84.8	 0.4394845550537109	 97.716	4878.084344625473
190	 0.699754541015625	 84.91	 0.40599656005859375	 97.868	5149.618285894394
200	 0.6584131530761719	 85.98	 0.3592552459716797	 98.594	5421.289380311966
process 0: Training time 5421.306421756744 seconds (with 1 workers)

process 0: total time 5727.169314622879 seconds (with 1 workers)

